Year_coll,Site,Patch,Patch2,Plot,Individual,Height_cm,Diam_1.3m_cm,Diam_0.3m_cm,AltDiam_cm,Height_AltDiam_cm,Diam_stump_cm,Cor_Height_cm,Cor_Diam_cm,Within_plot,CountperHa,Sex,Habit,Tree_Measure_Notes,height_error_u95_cm,Core_Notes,Sample_Type,Status,Measure_Certainty,Pith,Outer_rings,ORW,Within_plot,TR_Count,CoringHeight_Corr,CoringHeight_Corr_prop,Duncan_qual,Duncan_RTP_all,Duncan_RTP_all_prop,TreeAge_all,Duncan_RTP1,Duncan_RTP1_prop,TreeAge1,AgeAcc1,EstabDate1,EstabDate1_50,EstabDate1_10,Duncan_RTP2,Duncan_RTP2_prop,TreeAge2,AgeAcc2,EstabDate2,EstabDate2_50,EstabDate2_10,EstabDate2_20,DuncanRTP_3,Duncan_RTP3_prop,TreeAge3,AgeAcc3,EstabDate3,EstabDate3_50,EstabDate3_10,Remove,min_age
2017,RMB,Forest,Forest,F06,F06T11a,480,21.5,,,,,130,21.5,1,100,,Vertical,,10,,Tree,Live,High,0,1,NA,1,207,54,0.14,weak,115,0.31,376,,0,261,Minimum age,1755,1750,1750,,0,261,Minimum age,1755,1750,1750,1740,115,0.31,376,"High CHA, Duncan",1640,1600,1640,0,0
2017,RMB,Forest,Forest,F06,F06T12,670,16.5,,,,,130,16.5,1,100,,Horizontal,,100,Uncertain of bark side; incomplete?,Tree,Live,Low,0,1,NA,1,341,54,0.13,strong,13,0.03,408,13,0.03,408,"Low CHA, Duncan",1608,1600,1600,13,0.03,408,"Low CHA, Duncan",1608,1600,1600,1600,13,0.03,408,"Low CHA, Duncan",1608,1600,1600,0,0
2017,RMB,Forest,Forest,F06,F06T13,410,13,,,,,130,13,1,100,,Horizontal,,10,Uncertain of bark side; incomplete?,Tree,Live,Low,0,0,0,1,120,54,0.27,somewhat,26,0.13,200,,0,174,Minimum age,1842,1800,1840,,0,174,Minimum age,1842,1800,1840,1840,,0,174,Minimum age,1842,1800,1840,0,1
2017,RMB,Forest,Forest,F06,F06T15b,450,17.5,,,,,130,17.5,1,100,,Vertical,,10,,Tree,Live,High,0,1,NA,1,166,54,0.23,somewhat,12,0.05,232,12,0.05,232,"High CHA, Duncan",1784,1750,1780,12,0.05,232,"High CHA, Duncan",1784,1750,1780,1780,12,0.05,232,"High CHA, Duncan",1784,1750,1780,0,0
2019,RMB,Forest,Forest,F07,F071902b,,,,14,150,,150,14,0,17,,Vertical,,10,core broken,Tree,Live,High,0,1,NA,0,99,62,0.27,weak,67,0.29,228,67,0.29,228,"High CHA, Duncan",1790,1750,1790,67,0.29,228,"High CHA, Duncan",1790,1750,1790,1780,67,0.29,228,"High CHA, Duncan",1790,1750,1790,0,0
2018,RMB,Forest,Forest,F07,F07T02b,1440,30.8,,,,,71,39.5,1,100,,Vertical,"tree has some ""slime/goo"" (water + algae?) on outer bark; kept 2 cores",10,"core in relatively rough shape and may be glued incorrectly, but long/old and worth working on",Tree,Live,High,0,1,NA,1,517,30,0.05,weak,61,0.1,609,61,0.1,609,"High CHA, Duncan",1408,1400,1400,61,0.1,609,"High CHA, Duncan",1408,1400,1400,1400,61,0.1,609,"High CHA, Duncan",1408,1400,1400,0,0
2018,RMB,Forest,Forest,F07,F07T03b,1195,24.8,,,,,120,25.2,1,100,,Vertical,kept 2 cores; better pith higher on trunk,10,,Tree,Live,High,0,1,NA,1,350,50,0.11,strong,38,0.09,438,38,0.09,438,"High CHA, Duncan",1579,1550,1570,38,0.09,438,"High CHA, Duncan",1579,1550,1570,1600,38,0.09,438,"High CHA, Duncan",1579,1550,1570,0,0
2019,RMB,Forest,Forest,F08,F081901,,,,44,117,,117,44,0,17,,Vertical,relatively sure of base,10,core broken; missing outtermost ring(s)?,Tree,Live,High,0,1,NA,0,240,49,0.13,weak,77,0.21,366,,0,289,Minimum age,1729,1700,1720,77,0.21,366,"High CHA, Duncan",1652,1650,1650,1640,77,0.21,366,"High CHA, Duncan",1652,1650,1650,0,0
2019,RMB,Forest,Forest,F08,F081902,,,,31,128,,128,31,0,17,,Vertical,relatively sure of base,10,core broken,Tree,Live,High,0,1,NA,0,245,53,0.17,strong,17,0.05,315,17,0.05,315,"High CHA, Duncan",1703,1700,1700,17,0.05,315,"High CHA, Duncan",1703,1700,1700,1700,17,0.05,315,"High CHA, Duncan",1703,1700,1700,0,0
2018,RMB,Forest,Forest,F09,F09T01,1559,,,37.8,310,,310,37.8,0,17,,Vertical,measurements are estimates,10,,Tree,Live,Low,0,1,NA,0,122,126,0.4,weak,69,0.22,317,69,0.22,317,"Low CHA, Duncan",1700,1700,1700,69,0.22,317,"Low CHA, Duncan",1700,1700,1700,1700,69,0.22,317,"Low CHA, Duncan",1700,1700,1700,0,0
2018,RMB,Forest,Forest,F09,F09T02,840,13.2,,,,,148,11.5,1,100,,Vertical,,10,Broken in multiple places and glued incorrectly,Tree,Live,High,0,0,0,1,130,61,0.24,somewhat,66,0.26,257,,0,191,Minimum age,1826,1800,1820,,0,191,Minimum age,1826,1800,1820,1820,,0,191,Minimum age,1826,1800,1820,1,0
2017,LC,Burned Forest,Burned Forest,S01,S01T01,430,9,,,,,130,9,0,17,,,East of plot,50,,Tree,Live,Low,0,1,NA,0,37,20,0.32,strong,6,0.09,63,6,0.09,63,"Low CHA, Duncan",1953,1950,1950,6,0.09,63,"Low CHA, Duncan",1953,1950,1950,1940,6,0.09,63,"Low CHA, Duncan",1953,1950,1950,0,0
2017,LC,Burned Forest,Burned Forest,S01,S01T02,450,6.7,,,,,130,6.7,1,100,,,,50,,Snag,Dead,Low,0,0,1,1,142,20,0.1,somewhat,47,0.22,209,,0,162,Minimum age,1854,1850,1850,,0,162,Minimum age,1854,1850,1850,1840,,0,162,Minimum age,1854,1850,1850,0,0
2017,LC,Burned Forest,Burned Forest,S01,S01T03,281,6.7,,,,,130,6.7,1,100,,,,50,,Snag,Dead,Low,0,0,1,1,67,20,0.2,strong,15,0.15,103,,0,87,Minimum age,1929,1900,1920,,0,87,Minimum age,1929,1900,1920,1920,,0,87,Minimum age,1929,1900,1920,0,0
2017,LC,Burned Forest,Burned Forest,S01,S01T04,530,9.3,,,,,130,9.3,0,67,,,"North of plot, but within 5 m of plot centerline",50,,Tree,Live,Low,0,1,NA,0,42,20,0.32,strong,2,0.03,64,2,0.03,64,"Low CHA, Duncan",1952,1950,1950,2,0.03,64,"Low CHA, Duncan",1952,1950,1950,1940,2,0.03,64,"Low CHA, Duncan",1952,1950,1950,0,0
2017,LC,Burned Forest,Burned Forest,S01,S01T05,550,12,,,,,130,12,0,67,,,"North of plot, but within 5 m of plot centerline",50,,Tree,Live,Low,0,1,NA,0,45,20,0.29,somewhat,4,0.06,70,4,0.06,70,"Low CHA, Duncan",1946,1900,1940,4,0.06,70,"Low CHA, Duncan",1946,1900,1940,1940,4,0.06,70,"Low CHA, Duncan",1946,1900,1940,0,0
2017,LC,Burned Forest,Burned Forest,S01,S01T06,430,15.7,,,,,130,15.7,0,67,,,"North of plot, but within 5 m of plot centerline",50,,Snag,Dead,Low,0,0,1,0,49,20,0.29,strong,1,0.01,70,,0,69,Minimum age,1947,1900,1940,,0,69,Minimum age,1947,1900,1940,1940,,0,69,Minimum age,1947,1900,1940,0,0
2017,LC,Burned Forest,Burned Forest,S01,S01T07,650,12.8,,,,,130,12.8,0,67,,,"North of plot, but within 5 m of plot centerline",50,,Tree,Live,Low,0,1,NA,0,40,20,0.33,strong,1,0.02,61,1,0.02,61,"Low CHA, Duncan",1955,1950,1950,1,0.02,61,"Low CHA, Duncan",1955,1950,1950,1940,1,0.02,61,"Low CHA, Duncan",1955,1950,1950,0,0
2017,LC,Burned Forest,Burned Forest,S02,S02T01b,335,7,,,,,180,,1,100,,,,50,,Snag,Dead,Low,1,0,1,1,157,28,0.15,,,0,185,,0,185,Minimum age,1831,1800,1830,,0,185,Minimum age,1831,1800,1830,1820,,0,185,Minimum age,1831,1800,1830,0,0
2017,LC,Burned Forest,Burned Forest,S02,S02T02,406,6.5,,,,,190,,1,100,,,,50,,Snag,Dead,Low,1,0,1,1,277,30,0.1,,,0,307,,0,307,Minimum age,1709,1700,1700,,0,307,Minimum age,1709,1700,1700,1700,,0,307,Minimum age,1709,1700,1700,0,0
2017,LC,Burned Forest,Burned Forest,S02,S02T03,520,11.5,,,,,190,,1,100,,,,50,Broken,Snag,Dead,Low,0,0,1,1,218,30,0.12,somewhat,4,0.02,251,,0,248,Minimum age,1768,1750,1760,,0,248,Minimum age,1768,1750,1760,1760,,0,248,Minimum age,1768,1750,1760,0,0
2017,LC,Burned Forest,Burned Forest,S02,S02T04,360,6,,,,,190,,1,100,,,,50,Charred,Snag,Dead,Low,0,0,0,1,148,30,0.14,somewhat,35,0.17,213,,0,178,Minimum age,1838,1800,1830,,0,178,Minimum age,1838,1800,1830,1820,,0,178,Minimum age,1838,1800,1830,0,1
2017,LC,Burned Forest,Burned Forest,S02,S02T05,460,8,,,,,190,,1,100,,,,50,Charred and broken,Snag,Dead,Low,1,0,0,1,187,30,0.14,,,0,217,,0,217,Minimum age,1799,1750,1790,,0,217,Minimum age,1799,1750,1790,1780,,0,217,Minimum age,1799,1750,1790,0,1
2017,LC,Burned Forest,Burned Forest,S02,S02T06b,390,8,,,,,190,,1,100,,,,50,,Snag,Dead,Low,1,0,1,1,226,30,0.12,,,0,256,,0,256,Minimum age,1760,1750,1760,,0,256,Minimum age,1760,1750,1760,1760,,0,256,Minimum age,1760,1750,1760,0,0
2017,LC,Burned Forest,Burned Forest,S03,S03T01,249,7.6,,,,,190,7.2,1,100,,,,50,crumbled bark end (rotten),Snag,Dead,Low,0,0,0,1,141,30,0.13,somewhat,60,0.26,231,,0,171,Minimum age,1845,1800,1840,,0,171,Minimum age,1845,1800,1840,1840,,0,171,Minimum age,1845,1800,1840,0,1
2017,LC,Burned Forest,Burned Forest,S03,S03T02a,416,14,,,,,190,11,1,100,,,,50,,Snag,Dead,Low,0,0,1,1,207,30,0.12,strong,3,0.01,239,,0,237,Minimum age,1779,1750,1770,,0,237,Minimum age,1779,1750,1770,1760,,0,237,Minimum age,1779,1750,1770,0,0
2017,LC,Burned Forest,Burned Forest,S03,S03T03b,360,8.5,,,,,190,10.5,1,100,,,,50,Both mounts labled as T03a,Snag,Dead,Low,0,0,1,1,129,30,0.14,weak,57,0.26,216,,0,159,Minimum age,1857,1850,1850,,0,159,Minimum age,1857,1850,1850,1840,,0,159,Minimum age,1857,1850,1850,0,0
2017,LC,Burned Forest,Burned Forest,S03,S03T04b,382,9.5,,,,,190,8.5,1,100,,,,50,,Snag,Dead,Low,1,0,1,1,209,30,0.12,,,0,239,,0,239,Minimum age,1777,1750,1770,,0,239,Minimum age,1777,1750,1770,1760,,0,239,Minimum age,1777,1750,1770,0,0
2017,LC,Burned Forest,Burned Forest,S03,S03T05,352,8.2,,,,,190,7.2,1,100,,,,50,bark end crumbled,Snag,Dead,Low,0,0,0,1,119,30,0.18,somewhat,20,0.12,169,,0,149,Minimum age,1867,1850,1860,,0,149,Minimum age,1867,1800,1860,1860,,0,149,Minimum age,1867,1850,1860,0,1
2017,LC,Burned Forest,Burned Forest,S03,S03T06,408,11,,,,,190,8.7,1,100,,,,50,,Tree,Live,Low,0,1,NA,1,35,30,0.44,strong,3,0.05,68,3,0.05,68,"Low CHA, Duncan",1948,1900,1940,3,0.05,68,"Low CHA, Duncan",1948,1900,1940,1940,3,0.05,68,"Low CHA, Duncan",1948,1900,1940,0,0
2017,LC,Burned Forest,Burned Forest,S04,S04T01,332,8,,,,,190,7.4,1,100,,,,50,bark end charred?,Snag,Dead,Low,1,0,1,1,165,30,0.15,,,0,195,,0,195,Minimum age,1821,1800,1820,,0,195,Minimum age,1821,1800,1820,1820,,0,195,Minimum age,1821,1800,1820,0,0
2017,LC,Burned Forest,Burned Forest,S04,S04T02,305,7.4,,,,,130,7.4,1,100,,,,50,bark end crumbled (photo),Snag,Dead,Low,0,0,0,1,328,20,0.06,strong,1,0,350,,0,348,Minimum age,1668,1650,1660,,0,348,Minimum age,1668,1650,1660,1660,,0,348,Minimum age,1668,1650,1660,0,1
2017,LC,Burned Forest,Burned Forest,S04,S04T03,345,8.4,,,,,190,6.6,1,100,,,,50,,Snag,Dead,Low,1,0,1,1,213,30,0.12,,,0,243,,0,243,Minimum age,1773,1750,1770,,0,243,Minimum age,1773,1750,1770,1760,,0,243,Minimum age,1773,1750,1770,0,0
2017,LC,Burned Forest,Burned Forest,S04,S04T04,252,6.2,,,,,130,6.2,1,100,,,,50,,Snag,Dead,Low,0,0,1,1,125,20,0.13,somewhat,16,0.1,161,,0,145,Minimum age,1871,1850,1870,,0,145,Minimum age,1871,1850,1870,1860,,0,145,Minimum age,1871,1850,1870,0,0
2017,LC,Burned Forest,Burned Forest,S04,S04T05,360,11,,,,,130,11,1,100,,,,50,,Snag,Dead,Low,0,0,1,1,141,20,0.11,somewhat,23,0.13,185,,0,161,Minimum age,1855,1850,1850,,0,161,Minimum age,1855,1850,1850,1840,,0,161,Minimum age,1855,1850,1850,0,0
2017,LC,Burned Forest,Burned Forest,S04,S04T06,405,10.1,,,,,130,10.1,0,17,,,,50,,Snag,Dead,Low,0,0,1,0,114,20,0.14,somewhat,13,0.09,148,,0,134,Minimum age,1882,1850,1880,,0,134,Minimum age,1882,1850,1880,1880,,0,134,Minimum age,1882,1850,1880,0,0
2017,LC,Burned Forest,Burned Forest,S04,S04T07b,364,12.3,,,,,130,12.3,0,17,,,,50,,Snag,Dead,Low,0,0,1,0,224,20,0.08,strong,6,0.03,251,,0,244,Minimum age,1772,1750,1770,,0,244,Minimum age,1772,1750,1770,1760,,0,244,Minimum age,1772,1750,1770,0,0
2019,LC,Burned Forest,Burned Forest,S06,S061901,,,,8.5,112,,112,8.5,0,67,,,coring height uncertain; dead; just out of plot; represents other dead PIUV,50,core broken; missing outtermost ring(s)?,Snag,Dead,Low,0,0,0,0,181,18,0.08,somewhat,9,0.04,208,,0,199,Minimum age,1819,1800,1810,,0,199,Minimum age,1819,1800,1810,1800,,0,199,Minimum age,1819,1800,1810,1,0
2018,LC,Burned Forest,Burned Forest,S06,S06T01,473,10.1,12.3,,,,61,11.1,1,100,,,Root collar is deep and underwater. Cored at lowest possible accessible location above water.,50,bark end crumbled,Snag,Dead,Low,0,0,0,1,136,10,0.06,somewhat,23,0.14,169,,0,146,Minimum age,1871,1850,1870,,0,146,Minimum age,1871,1850,1870,1860,,0,146,Minimum age,1871,1850,1870,0,1
2018,LC,Burned Forest,Burned Forest,S06,S06T02,356,6.8,,,,,79,7.5,1,100,,,Snag 4. Root collar is deep and underwater. Cored at lowest possible accessible location above water. Estimate from top of lowest sphagnum hummock next to base of tree to the top of the root crown = 70 cm.,50,bark end charred,Snag,Dead,Low,1,0,0,1,173,13,0.07,,,0,186,,0,186,Minimum age,1831,1800,1830,,0,186,Minimum age,1831,1800,1830,1820,,0,186,Minimum age,1831,1800,1830,0,1
2018,LC,Burned Forest,Burned Forest,S06,S06T03,334,8,,,,,80,8.9,1,100,,,Snag 12. Root collar is deep and underwater. Cored at lowest possible accessible location above water. Estimate from top of lowest sphagnum hummock next to base of tree to the top of the root crown = 50 cm.,50,No bark and mis-aligned/glued,Snag,Dead,Low,1,0,0,1,253,13,0.05,,,0,266,,0,266,Minimum age,1751,1750,1750,,0,266,Minimum age,1751,1750,1750,1740,,0,266,Minimum age,1751,1750,1750,0,1
2018,LC,Burned Forest,Burned Forest,S06,S06T04,262,7,,,,,79,7.3,1,100,,,Snag 14. Root collar is deep and underwater. Cored at lowest possible accessible location above water. Estimate from top of lowest sphagnum hummock next to base of tree to the top of the root crown = 60 cm.,50,broken & misglued?,Snag,Dead,Low,1,0,0,1,129,13,0.09,,,0,142,,0,142,Minimum age,1875,1850,1870,,0,142,Minimum age,1875,1850,1870,1860,,0,142,Minimum age,1875,1850,1870,0,1
2019,LC,Burned Forest,Burned Forest,S07,S071901,,,,9,103,,103,9,0,67,,,dead; maybe just outside plot; representative,50,missing outtermost ring(s)?,Snag,Dead,Low,0,0,0,0,265,16,0.06,strong,11,0.04,292,,0,281,Minimum age,1737,1700,1730,,0,281,Minimum age,1737,1700,1730,1720,,0,281,Minimum age,1737,1700,1730,0,1
2018,LC,Burned Forest,Burned Forest,S07,S07T01,293,5.5,,,,,79,7.2,1,100,,,Snag 1. Slanting trunk. Top of lowest sphagnum hummock next to base of tree to the top of the root crown = 58 cm.,50,Missing material; missing most recent rings,Snag,Dead,Low,1,0,0,1,125,13,0.09,,,0,138,,0,138,Minimum age,1879,1850,1870,,0,138,Minimum age,1879,1850,1870,1860,,0,138,Minimum age,1879,1850,1870,0,1
2018,LC,Burned Forest,Burned Forest,S07,S07T03,355,9.2,,,,,82,10.2,1,100,,,Snag 3. Broken top. Estimate to top of lowest sphagnum hummock next to base of tree to the top of the root crown = 55 cm.,50,,Snag,Dead,Low,1,0,1,1,222,13,0.06,,,0,235,,0,235,Minimum age,1782,1750,1780,,0,235,Minimum age,1782,1750,1780,1780,,0,235,Minimum age,1782,1750,1780,0,0
2019,LC,Burned Forest,Burned Forest,S08,S081901b,,,,10.5,104,,104,10.5,1,100,,,dead; larger relative to whats in plot but could be that many trees have been harvested,50,missing outtermost ring(s)?,Snag,Dead,Low,0,0,1,1,356,16,0.04,somewhat,18,0.05,390,,0,372,Minimum age,1646,1600,1640,,0,372,Minimum age,1646,1600,1640,1640,,0,372,Minimum age,1646,1600,1640,0,0
2019,LC,Burned Forest,Burned Forest,S08,S081902,,,,7.5,90,,90,7.5,0,17,,,dead; outside plot; slightly smaller than representative,50,missing outtermost ring(s)?,Snag,Dead,Low,1,0,1,0,268,14,0.05,,,0,282,,0,282,Minimum age,1736,1700,1730,,0,282,Minimum age,1736,1700,1730,1720,,0,282,Minimum age,1736,1700,1730,0,0
2018,LC,Burned Forest,Burned Forest,S08,S08T01,307,5.2,,,,,128,5.2,1,100,,,Snag 1. Broken top.Estimate from top of lowest sphagnum hummock next to base of tree to the top of the root crown = 60 cm.,50,Missing material,Snag,Dead,Low,1,0,0,1,225,20,0.08,,,0,245,,0,245,Minimum age,1772,1750,1770,,0,245,Minimum age,1772,1750,1770,1760,,0,245,Minimum age,1772,1750,1770,0,1
2018,LC,Burned Forest,Burned Forest,S08,S08T02,292,5.4,,,,,126,6.2,1,100,,,Snag 2. Estimate from top of lowest sphagnum hummock next to base of tree to the top of the root crown = 60 cm.,50,Missing material; char visible,Snag,Dead,Low,1,0,0,1,252,20,0.07,,,0,272,,0,272,Minimum age,1745,1700,1740,,0,272,Minimum age,1745,1700,1740,1740,,0,272,Minimum age,1745,1700,1740,0,1
2018,LC,Burned Forest,Burned Forest,S08,S08T03,428,11.5,,,,,132,11.8,0,17,,,Snag 3. Broken and twisted from burn. Estimate from top of lowest sphagnum hummock next to base of tree to the top of the root crown = 70 cm.,50,End not weathered--seems to be missing material,Snag,Dead,Low,1,0,0,0,181,21,0.1,,,0,202,,0,202,Minimum age,1815,1800,1810,,0,202,Minimum age,1815,1800,1810,1800,,0,202,Minimum age,1815,1800,1810,0,1
2018,LC,Burned Forest,Burned Forest,S08,S08T04,293,7.7,,,,,66,7.9,0,17,,,Snag 4. See notes on PIUV >5cm tab.,50,Missing material; missing most recent rings; core broken,Snag,Dead,Low,1,0,0,0,168,11,0.06,,,0,179,,0,179,Minimum age,1838,1800,1830,,0,179,Minimum age,1838,1800,1830,1820,,0,179,Minimum age,1838,1800,1830,1,0
2019,LC,Burned Forest,Burned Forest,S09,S091901,,,,10,81,,81,10,1,100,,,dead; representative,50,core broken; 2nd feature near pith,Snag,Dead,Low,1,0,1,1,154,13,0.08,,,0,167,,0,167,Minimum age,1851,1850,1850,,0,167,Minimum age,1851,1850,1850,1840,,0,167,Minimum age,1851,1850,1850,0,0
2017,LC,Cushion,Cushion,C,C01,216,5,,,,,130,5,,13,,,,2,,Tree,Live,High,1,1,NA,,91,35,0.28,,,0,126,,0,126,"High CHA, Pith",1890,1850,1890,,0,126,"High CHA, Pith",1890,1850,1890,1880,,0,126,"High CHA, Pith",1890,1850,1890,0,0
2017,LC,Cushion,Cushion,C,C02,277,10.2,,,,,130,10.2,,13,Female,,,2,,Tree,Live,High,0,1,NA,,90,35,0.25,weak,15,0.1,139,15,0.1,139,"High CHA, Duncan",1877,1850,1870,15,0.1,139,"High CHA, Duncan",1877,1850,1870,1860,15,0.1,139,"High CHA, Duncan",1877,1850,1870,0,0
2017,LC,Cushion,Cushion,C,C03,333,7.4,,,,,130,7.4,,13,,,,2,,Tree,Live,High,0,1,NA,,53,35,0.35,weak,12,0.12,100,12,0.12,100,"High CHA, Duncan",1916,1900,1910,12,0.12,100,"High CHA, Duncan",1916,1900,1900,1900,12,0.12,100,"High CHA, Duncan",1916,1900,1910,0,0
2017,LC,Cushion,Cushion,C,C04,268,6.4,,,,,130,6.4,,13,Female,,,2,,Tree,Live,High,0,1,NA,,66,35,0.3,weak,15,0.13,115,15,0.13,115,"High CHA, Duncan",1901,1900,1900,15,0.13,115,"High CHA, Duncan",1901,1900,1900,1900,15,0.13,115,"High CHA, Duncan",1901,1900,1900,0,0
2017,LC,Cushion,Cushion,C,C05,232,5.8,,,,,130,5.8,,13,Female,,,2,,Tree,Live,High,1,1,NA,,61,35,0.36,,,0,96,,0,96,"High CHA, Pith",1920,1900,1920,,0,96,"High CHA, Pith",1920,1900,1920,1920,,0,96,"High CHA, Pith",1920,1900,1920,0,0
2017,LC,Cushion,Cushion,C,C06,212,7,,,,,130,7,,13,,,,2,,Tree,Live,High,1,1,NA,,95,35,0.27,,,0,130,,0,130,"High CHA, Pith",1886,1850,1880,,0,130,"High CHA, Pith",1886,1850,1880,1880,,0,130,"High CHA, Pith",1886,1850,1880,0,0
2017,LC,Cushion,Cushion,C,C07,330,12,,,,,130,12,,13,Female,,,2,,Tree,Live,High,1,1,NA,,98,35,0.26,,,0,133,,0,133,"High CHA, Pith",1883,1850,1880,,0,133,"High CHA, Pith",1883,1850,1880,1880,,0,133,"High CHA, Pith",1883,1850,1880,0,0
2017,LC,Cushion,Cushion,C,C08,193,6.9,,,,,130,6.9,,13,,,,2,,Tree,Live,High,1,1,NA,,81,35,0.3,,,0,116,,0,116,"High CHA, Pith",1900,1900,1900,,0,116,"High CHA, Pith",1900,1900,1900,1900,,0,116,"High CHA, Pith",1900,1900,1900,0,0
2017,LC,Cushion,Cushion,C,C09,329,10.4,,,,,130,10.4,,13,Male,,,2,,Tree,Live,High,1,1,NA,,72,35,0.33,,,0,107,,0,107,"High CHA, Pith",1909,1900,1900,,0,107,"High CHA, Pith",1909,1900,1900,1900,,0,107,"High CHA, Pith",1909,1900,1900,0,0
2017,LC,Cushion,Cushion,C,C10,349,9.4,,,,,130,9.4,,13,Female,,"In cushion zone, but higher % moss",2,,Tree,Live,High,0,1,NA,,55,35,0.35,weak,8,0.08,98,8,0.08,98,"High CHA, Duncan",1918,1900,1910,8,0.08,98,"High CHA, Duncan",1918,1900,1900,1900,8,0.08,98,"High CHA, Duncan",1918,1900,1910,0,0
2017,LC,Transition,Transition,R01,R01T01,259,8,,,,,130,8,1,100,,,,2,,Snag,Dead,High,0,0,1,1,54,35,0.38,somewhat,4,0.04,92,,0,89,Minimum age,1927,1900,1920,,0,89,Minimum age,1927,1900,1920,1920,,0,89,Minimum age,1927,1900,1920,0,0
2017,LC,Transition,Transition,R01,R01T02,341,13,,,,,130,13,1,100,Female,,,2,,Tree,Live,High,0,1,NA,1,41,35,0.45,strong,2,0.03,78,2,0.03,78,"High CHA, Duncan",1938,1900,1930,2,0.03,78,"High CHA, Duncan",1938,1900,1930,1920,2,0.03,78,"High CHA, Duncan",1938,1900,1930,0,0
2017,LC,Transition,Transition,R01,R01T03,308,9.5,,,,,130,9.5,1,100,,,,2,,Snag,Dead,High,0,0,1,1,118,35,0.22,somewhat,6,0.04,159,,0,153,Minimum age,1863,1850,1860,,0,153,Minimum age,1863,1850,1860,1860,,0,153,Minimum age,1863,1850,1860,0,0
2017,LC,Transition,Transition,R01,R01T04b,208,6.5,,,,,130,6.5,1,100,,,,2,,Snag,Dead,High,0,0,1,1,93,35,0.25,somewhat,12,0.08,139,,0,128,Minimum age,1888,1850,1880,,0,128,Minimum age,1888,1850,1880,1880,,0,128,Minimum age,1888,1850,1880,0,0
2017,LC,Transition,Transition,R01,R01T06,372,9.5,,,,,130,9.5,1,100,Female,,,2,,Tree,Live,High,0,1,NA,1,28,35,0.5,strong,7,0.1,70,7,0.1,70,"High CHA, Duncan",1946,1900,1940,7,0.1,70,"High CHA, Duncan",1946,1900,1940,1940,7,0.1,70,"High CHA, Duncan",1946,1900,1940,0,0
2017,LC,Transition,Transition,R01,R01T07,354,10.5,,,,,130,10.5,1,100,,,,2,,Tree,Live,High,1,1,NA,1,44,35,0.44,,,0,79,,0,79,"High CHA, Pith",1937,1900,1930,,0,79,"High CHA, Pith",1937,1900,1930,1920,,0,79,"High CHA, Pith",1937,1900,1930,0,0
2017,LC,Transition,Transition,R01,R01T08,256,7,,,,,130,7,1,100,Female,,,2,,Tree,Live,High,0,1,NA,1,24,35,0.54,somewhat,6,0.09,65,6,0.09,65,"High CHA, Duncan",1951,1950,1950,6,0.09,65,"High CHA, Duncan",1951,1950,1950,1940,6,0.09,65,"High CHA, Duncan",1951,1950,1950,0,0
2017,LC,Transition,Transition,R02,R02T01,294,7,,,,,130,7,1,100,,,,2,,Tree,Live,High,0,1,NA,1,35,35,0.46,somewhat,6,0.08,76,6,0.08,76,"High CHA, Duncan",1940,1900,1940,6,0.08,76,"High CHA, Duncan",1940,1900,1940,1940,6,0.08,76,"High CHA, Duncan",1940,1900,1940,0,0
2017,LC,Transition,Transition,R02,R02T02,284,8,,,,,130,8,1,100,Female,,,2,,Tree,Live,High,0,1,NA,1,33,35,0.47,somewhat,6,0.08,74,6,0.08,74,"High CHA, Duncan",1942,1900,1940,6,0.08,74,"High CHA, Duncan",1942,1900,1940,1940,6,0.08,74,"High CHA, Duncan",1942,1900,1940,0,0
2017,LC,Transition,Transition,R02,R02T03,275,6,,,,,130,6,1,100,Female,,,2,,Tree,Live,High,1,1,NA,1,40,35,0.46,,,0,75,,0,75,"High CHA, Pith",1941,1900,1940,,0,75,"High CHA, Pith",1941,1900,1940,1940,,0,75,"High CHA, Pith",1941,1900,1940,0,0
2017,LC,Transition,Transition,R02,R02T04,381,7.5,,,,,130,7.5,0,33,Female,,,2,,Tree,Live,High,1,1,NA,0,52,35,0.4,,,0,87,,0,87,"High CHA, Pith",1929,1900,1920,,0,87,"High CHA, Pith",1929,1900,1920,1920,,0,87,"High CHA, Pith",1929,1900,1920,0,0
2017,LC,Transition,Transition,R02,R02T05,307,6.5,,,,,130,6.5,0,33,,,,2,"Two mounted cores labeled as R02T05; labeled as A; but checking notebook, this one is the R02T05",Tree,Live,High,1,1,NA,0,38,35,0.48,,,0,73,,0,73,"High CHA, Pith",1943,1900,1940,,0,73,"High CHA, Pith",1943,1900,1940,1940,,0,73,"High CHA, Pith",1943,1900,1940,0,0
2017,LC,Transition,Transition,R02,R02T06,324,7,,,,,130,7,0,33,,,,2,"Two mounted cores labeled as R02T05, labeled as B; but checking notebook, this is R02T06",Tree,Live,High,1,1,NA,0,38,35,0.48,,,0,73,,0,73,"High CHA, Pith",1943,1900,1940,,0,73,"High CHA, Pith",1943,1900,1940,1940,,0,73,"High CHA, Pith",1943,1900,1940,0,0
2017,LC,Transition,Transition,R02,R02T07,278,8.5,,,,,130,8.5,0,33,,,,2,Far from pith?,Snag,Dead,High,0,0,1,0,85,35,0.16,weak,104,0.46,224,,0,120,Minimum age,1896,1850,1890,,0,120,Minimum age,1896,1850,1890,1880,,0,120,Minimum age,1896,1850,1890,0,0
